udi,product_id,machine_type,factory_section,shift,air_temperature_K,process_temperature_K,temperature_difference,humidity_percent,rotational_speed_rpm,torque_Nm,pressure_bar,tool_wear_min,vibration_level,operational_hours,energy_consumption_kwh,maintenance_history,stress_score,machine_failure,failure_type
4732,L51911,L,Production,Morning,303.3,311.6,8.300000000000011,62,1301,45.1,8.4,219,Low,3436.0,69.31,Good,58.6751,1,
4733,L51912,L,Production,Night,303.3,311.7,8.399999999999977,52,1539,38.5,9.89,221,Low,6469.0,137.22,Poor,59.2515,0,
4734,L51913,L,Production,Night,303.3,311.6,8.300000000000011,43,1484,44.6,4.36,223,Low,2634.0,112.11,Average,66.1864,0,
4735,L51914,L,Testing,Morning,303.2,311.5,8.300000000000011,88,1507,39.2,5.55,225,Low,2326.0,123.06,Good,59.074400000000004,0,
4736,L51915,L,Cooling,Night,303.2,311.5,8.300000000000011,28,1544,42.5,4.98,227,Medium,3393.0,42.26,Good,65.62,0,
4737,L51916,L,Testing,Evening,303.2,311.5,8.300000000000011,34,1513,37.9,9.05,0,High,9685.0,67.34,Good,57.342699999999994,0,
4738,M19597,M,Testing,Morning,303.2,311.5,8.300000000000011,36,1336,58.2,1.09,2,Medium,10976.0,56.47,Good,77.7552,1,
4739,M19598,M,Cooling,Evening,303.2,311.4,8.199999999999989,31,2102,19.0,6.88,5,Low,11127.0,112.96,Average,39.938,0,
4740,L51919,L,Production,Evening,303.2,311.4,8.199999999999989,68,1351,53.8,6.87,8,Low,266.0,22.96,Poor,72.6838,1,
4741,L51920,L,Cooling,Evening,303.3,311.5,8.199999999999989,47,1601,35.2,4.44,10,High,11002.0,100.5,Average,56.3552,0,
4742,L51921,L,Assembly,Morning,303.2,311.3,8.100000000000023,26,1393,52.9,2.97,12,Low,3724.0,132.85,Good,73.6897,0,
4743,L51922,L,Cooling,Evening,303.3,311.3,8.0,61,1592,33.7,3.16,14,High,2447.0,25.68,Average,53.650400000000005,0,
4744,L51923,L,Testing,Morning,303.3,311.3,8.0,44,1409,51.8,8.2,16,Low,1504.0,57.79,Poor,72.9862,0,
4745,L51924,L,Production,Morning,303.3,311.3,8.0,68,1393,47.4,1.59,18,Low,6278.0,47.03,Poor,66.0282,0,
4746,H34159,H,Testing,Evening,303.2,311.2,8.0,75,1475,43.1,6.07,20,High,9817.0,149.75,Average,63.5725,0,
4747,L51926,L,Assembly,Night,303.2,311.2,8.0,55,1427,45.6,3.76,25,Low,2874.0,148.13,Average,65.0712,0,
4748,L51927,L,Production,Night,303.3,311.2,7.899999999999977,65,1763,27.3,3.39,27,Medium,9117.0,36.16,Average,48.1299,0,
4749,L51928,L,Packaging,Morning,303.2,311.2,8.0,82,1363,46.7,5.55,29,Medium,9416.0,45.32,Good,63.652100000000004,1,
4750,L51929,L,Testing,Evening,303.2,311.2,8.0,29,1404,50.9,9.08,31,Low,8860.0,22.99,Average,71.46359999999999,0,
4751,M19610,M,Testing,Morning,303.2,311.2,8.0,57,1688,31.9,6.56,33,Low,10250.0,93.61,Average,53.847199999999994,0,
4752,L51931,L,Cooling,Night,303.3,311.4,8.099999999999966,67,1510,37.3,8.1,36,Medium,3839.0,109.16,Average,56.32299999999999,0,
4753,H34166,H,Production,Morning,303.3,311.3,8.0,43,1502,39.5,6.41,38,Medium,10401.0,105.09,Average,59.329,0,
4754,H34167,H,Testing,Morning,303.2,311.4,8.199999999999989,56,1607,36.6,7.28,43,Low,8118.0,53.8,Average,58.8162,0,
4755,M19614,M,Assembly,Night,303.3,311.5,8.199999999999989,27,1384,54.8,4.89,48,High,4564.0,46.43,Average,75.8432,0,
4756,L51935,L,Production,Evening,303.4,311.7,8.300000000000011,25,1295,51.3,9.33,51,Low,7841.0,27.25,Good,66.4335,1,
4757,H34170,H,Production,Night,303.4,311.7,8.300000000000011,65,1991,19.0,5.52,53,Low,7736.0,102.25,Poor,37.829,0,
4758,L51937,L,Cooling,Evening,303.4,311.6,8.200000000000045,72,1497,42.8,5.97,58,Low,8120.0,51.92,Average,64.0716,0,
4759,L51938,L,Testing,Evening,303.5,311.6,8.100000000000023,63,1465,48.7,5.72,60,Low,7388.0,31.53,Average,71.3455,0,
4760,L51939,L,Testing,Night,303.5,311.6,8.100000000000023,29,1361,46.5,3.85,62,Low,4194.0,66.09,Good,63.2865,1,
4761,L51940,L,Packaging,Morning,303.6,311.7,8.099999999999966,35,1546,38.5,3.08,64,High,3030.0,39.3,Poor,59.521,0,
4762,H34175,H,Packaging,Morning,303.7,311.9,8.199999999999989,46,1332,52.7,1.66,66,Low,863.0,85.81,Average,70.19640000000001,1,
4763,M19622,M,Production,Night,303.7,312.0,8.300000000000011,88,2663,11.4,7.46,71,Low,11652.0,39.39,Average,30.3582,1,
4764,L51943,L,Testing,Evening,303.7,312.1,8.400000000000034,36,1443,45.9,3.6,74,Low,3550.0,148.52,Poor,66.2337,0,
4765,M19624,M,Cooling,Night,303.7,312.0,8.300000000000011,77,1402,48.6,4.5,76,Medium,10439.0,63.62,Poor,68.13719999999999,0,
4766,L51945,L,Testing,Morning,303.7,312.0,8.300000000000011,79,1892,22.5,9.28,79,High,3495.0,81.74,Average,42.57,0,
4767,M19626,M,Cooling,Morning,303.6,312.0,8.399999999999977,77,1645,35.7,6.1,81,Low,3819.0,97.56,Good,58.72650000000001,0,
4768,L51947,L,Packaging,Evening,303.6,311.9,8.299999999999955,45,1473,50.1,1.87,84,Low,4901.0,130.58,Poor,73.7973,0,
4769,L51948,L,Assembly,Night,303.6,312.0,8.399999999999977,43,1309,52.9,8.2,86,Low,8512.0,143.24,Poor,69.24609999999998,1,
4770,H34183,H,Testing,Morning,303.6,311.9,8.299999999999955,83,1544,37.1,3.31,88,Low,1961.0,67.71,Good,57.2824,0,
4771,L51950,L,Packaging,Night,303.5,311.9,8.399999999999977,73,1344,49.3,5.97,93,Low,10906.0,75.06,Good,66.25919999999999,1,
4772,M19631,M,Assembly,Night,303.6,311.9,8.299999999999955,83,1617,36.0,5.59,95,Low,9313.0,39.63,Average,58.212,0,
4773,M19632,M,Assembly,Night,303.6,312.0,8.399999999999977,47,1435,37.9,3.14,98,Low,209.0,44.65,Good,54.3865,0,
4774,L51953,L,Packaging,Evening,303.6,312.0,8.399999999999977,27,1391,50.3,2.04,101,Medium,6649.0,113.89,Good,69.96730000000001,0,
4775,L51954,L,Packaging,Morning,303.6,312.0,8.399999999999977,80,1827,23.3,2.9,103,Low,8990.0,76.59,Average,42.5691,0,
4776,L51955,L,Packaging,Evening,303.5,312.0,8.5,82,1761,25.8,1.88,105,High,5629.0,129.49,Poor,45.433800000000005,0,
4777,L51956,L,Cooling,Morning,303.5,312.1,8.600000000000023,86,1522,36.4,3.48,107,High,8399.0,88.79,Good,55.4008,0,
4778,M19637,M,Production,Morning,303.5,312.2,8.699999999999989,42,1818,23.6,9.98,109,Medium,8680.0,56.75,Poor,42.9048,0,
4779,H34192,H,Production,Night,303.6,312.2,8.599999999999966,85,1371,54.6,4.62,112,Low,8716.0,108.31,Poor,74.8566,1,
4780,L51959,L,Production,Night,303.7,312.3,8.600000000000023,61,1511,38.9,8.77,117,Low,2594.0,81.46,Poor,58.7779,0,
4781,L51960,L,Cooling,Morning,303.7,312.4,8.699999999999989,78,1404,46.6,5.94,119,Low,11257.0,135.73,Good,65.4264,0,
4782,L51961,L,Packaging,Night,303.7,312.3,8.600000000000023,89,1384,45.9,7.0,121,Medium,10995.0,68.34,Good,63.5256,0,
4783,L51962,L,Production,Night,303.8,312.5,8.699999999999989,38,1368,52.6,2.41,123,Low,10291.0,53.11,Good,71.9568,0,
4784,L51963,L,Cooling,Night,303.7,312.5,8.800000000000011,29,1641,36.0,3.47,125,High,7832.0,77.13,Poor,59.076,0,
4785,L51964,L,Cooling,Evening,303.9,312.6,8.700000000000045,86,1642,32.3,5.59,127,High,5859.0,130.38,Average,53.0366,0,
4786,H34199,H,Packaging,Evening,303.9,312.7,8.800000000000011,25,1401,50.0,8.93,129,Low,11867.0,127.17,Good,70.05,0,
4787,L51966,L,Assembly,Morning,303.8,312.6,8.800000000000011,87,1577,41.3,1.39,134,Medium,1627.0,136.15,Good,65.1301,0,
4788,L51967,L,Cooling,Night,303.7,312.6,8.900000000000034,44,1396,44.1,5.56,136,Low,2126.0,130.45,Good,61.5636,0,
4789,H34202,H,Testing,Night,303.7,312.6,8.900000000000034,67,1514,35.5,1.46,138,Low,10660.0,62.92,Poor,53.747,0,
4790,L51969,L,Cooling,Night,303.8,312.8,9.0,66,1646,35.8,5.11,143,Low,11058.0,96.99,Average,58.92679999999999,0,
4791,L51970,L,Assembly,Evening,303.8,312.8,9.0,63,1443,40.7,6.66,145,Low,1955.0,123.31,Average,58.73010000000001,0,
4792,M19651,M,Assembly,Morning,303.7,312.7,9.0,86,1469,48.5,7.7,147,High,8738.0,129.08,Good,71.2465,0,
4793,H34206,H,Testing,Night,303.7,312.7,9.0,72,1564,40.2,2.25,150,Low,1697.0,72.23,Poor,62.872800000000005,0,
4794,H34207,H,Production,Evening,303.6,312.6,9.0,30,1498,40.2,2.5,155,Low,8501.0,86.77,Average,60.21960000000001,0,
4795,L51974,L,Cooling,Evening,303.6,312.6,9.0,66,1699,27.9,5.23,160,Medium,948.0,57.79,Poor,47.4021,0,
4796,L51975,L,Packaging,Night,303.6,312.5,8.899999999999977,82,1431,49.0,9.98,162,Medium,6058.0,110.72,Good,70.119,0,
4797,L51976,L,Packaging,Night,303.5,312.4,8.899999999999977,67,1390,47.3,4.2,164,Low,9943.0,107.34,Average,65.747,0,
4798,L51977,L,Testing,Evening,303.5,312.5,9.0,34,1380,46.1,4.85,166,High,10208.0,96.75,Good,63.618,0,
4799,L51978,L,Assembly,Evening,303.5,312.5,9.0,63,1457,46.4,4.89,168,Medium,3629.0,101.55,Good,67.6048,0,
4800,L51979,L,Production,Morning,303.5,312.5,9.0,37,1418,42.2,1.73,170,Low,2018.0,136.82,Good,59.839600000000004,0,
4801,M19660,M,Cooling,Evening,303.5,312.5,9.0,63,1353,51.0,7.97,172,Low,8868.0,126.61,Good,69.003,0,
4802,L51981,L,Cooling,Evening,303.5,312.4,8.899999999999977,35,1574,32.7,3.28,175,Low,5861.0,36.23,Good,51.469800000000006,0,
4803,M19662,M,Cooling,Morning,303.5,312.4,8.899999999999977,40,1318,54.2,7.33,177,Medium,788.0,103.56,Average,71.43560000000001,0,
4804,L51983,L,Packaging,Evening,303.6,312.5,8.899999999999977,57,1710,31.4,5.28,180,Medium,9081.0,41.01,Good,53.694,0,
4805,L51984,L,Production,Evening,303.7,312.6,8.900000000000034,84,1621,38.8,6.51,182,Medium,6406.0,39.29,Good,62.8948,0,
4806,L51985,L,Testing,Morning,303.6,312.6,9.0,83,1606,33.6,1.49,184,Low,5172.0,78.4,Good,53.961600000000004,0,
4807,H34220,H,Packaging,Morning,303.6,312.5,8.899999999999977,75,1375,54.0,9.01,186,Low,1455.0,83.12,Average,74.25,0,
4808,L51987,L,Assembly,Night,303.5,312.4,8.899999999999977,39,1503,36.5,3.19,191,Low,1787.0,33.53,Good,54.8595,0,
4809,L51988,L,Production,Evening,303.5,312.3,8.800000000000011,67,1404,48.6,7.03,193,Low,8641.0,86.54,Average,68.23440000000001,0,
4810,L51989,L,Assembly,Night,303.4,312.2,8.800000000000011,51,1656,32.7,8.18,195,Medium,11009.0,42.94,Good,54.1512,0,
4811,M19670,M,Cooling,Morning,303.4,312.1,8.700000000000045,80,1499,39.4,5.86,197,Medium,11831.0,91.58,Good,59.0606,0,
4812,M19671,M,Packaging,Evening,303.4,312.0,8.600000000000023,84,1748,28.4,4.04,200,Low,9421.0,128.17,Average,49.6432,0,
4813,L51992,L,Production,Morning,303.4,311.9,8.5,71,1531,37.9,9.8,203,Low,4450.0,31.17,Good,58.0249,0,
4814,M19673,M,Packaging,Evening,303.3,311.8,8.5,32,1536,40.6,3.51,205,Low,6601.0,71.9,Poor,62.3616,0,
4815,L51994,L,Production,Night,303.4,311.8,8.400000000000034,87,1401,53.0,9.54,208,Low,6186.0,50.38,Poor,74.253,1,
4816,H34229,H,Cooling,Evening,303.4,311.9,8.5,31,1534,33.2,2.41,210,Low,4308.0,94.7,Average,50.9288,0,
4817,L51996,L,Production,Morning,303.4,312.0,8.600000000000023,26,1521,35.9,4.5,215,Low,6767.0,136.16,Good,54.6039,1,
4818,L51997,L,Cooling,Evening,303.5,312.1,8.600000000000023,41,1674,30.8,2.25,0,Low,1090.0,45.65,Average,51.559200000000004,0,
4819,M19678,M,Packaging,Night,303.6,312.1,8.5,28,1967,20.9,1.02,2,Low,10165.0,107.92,Average,41.110299999999995,0,
4820,L51999,L,Packaging,Night,303.6,312.2,8.599999999999966,50,1696,30.7,3.34,5,Low,5390.0,32.1,Good,52.0672,0,
4821,M19680,M,Packaging,Night,303.6,312.1,8.5,29,1627,32.5,1.78,7,Low,1476.0,90.95,Good,52.8775,0,
4822,L52001,L,Cooling,Morning,303.5,311.9,8.399999999999977,29,1405,45.6,9.88,10,Medium,9518.0,107.89,Good,64.068,0,
4823,L52002,L,Assembly,Evening,303.5,311.9,8.399999999999977,27,1565,38.9,7.85,12,Low,7347.0,107.22,Good,60.8785,0,
4824,L52003,L,Assembly,Evening,303.5,311.9,8.399999999999977,62,1493,38.7,1.03,14,High,7302.0,115.97,Average,57.77910000000001,0,
4825,L52004,L,Production,Morning,303.4,311.8,8.400000000000034,25,1499,45.0,3.01,16,Low,8855.0,74.26,Poor,67.455,0,
4826,L52005,L,Packaging,Night,303.3,311.8,8.5,32,1692,30.6,7.03,18,Low,6404.0,118.8,Good,51.775200000000005,0,
4827,L52006,L,Assembly,Morning,303.4,311.8,8.400000000000034,37,2268,15.8,4.59,20,Low,2987.0,81.48,Good,35.8344,0,
4828,L52007,L,Testing,Evening,303.4,311.8,8.400000000000034,74,1438,58.9,8.49,22,Low,6781.0,61.98,Good,84.6982,0,
4829,L52008,L,Packaging,Evening,303.5,311.9,8.399999999999977,32,1515,39.2,5.54,24,Medium,7713.0,61.85,Good,59.388000000000005,0,
4830,L52009,L,Testing,Evening,303.4,311.9,8.5,54,1491,38.2,6.88,26,Low,1440.0,42.84,Good,56.9562,0,
4831,L52010,L,Assembly,Evening,303.5,312.0,8.5,64,1756,29.7,6.37,28,High,8072.0,113.67,Good,52.1532,0,
4832,L52011,L,Cooling,Evening,303.5,312.0,8.5,57,1366,54.5,6.74,30,High,9729.0,40.49,Good,74.447,1,
4833,L52012,L,Testing,Night,303.5,312.0,8.5,76,1436,45.1,3.07,32,Medium,194.0,102.71,Average,64.7636,0,
4834,L52013,L,Testing,Morning,303.4,311.9,8.5,57,1377,41.6,4.36,34,Medium,3396.0,106.5,Average,57.28320000000001,1,
4835,M19694,M,Packaging,Night,303.4,311.9,8.5,61,1510,42.2,1.46,36,Medium,5998.0,57.26,Poor,63.72200000000001,0,
4836,M19695,M,Production,Evening,303.4,311.9,8.5,28,1419,50.9,6.29,39,Low,9240.0,83.52,Average,72.2271,0,
4837,L52016,L,Cooling,Night,303.3,311.8,8.5,84,1315,62.0,5.13,42,Medium,2792.0,107.22,Good,81.53,1,
4838,H34251,H,Packaging,Morning,303.3,311.8,8.5,55,1806,27.7,7.85,44,Low,4261.0,20.02,Average,50.026199999999996,0,
4839,H34252,H,Packaging,Evening,303.3,311.8,8.5,38,1649,29.4,2.86,49,Low,8226.0,55.72,Good,48.480599999999995,0,
4840,H34253,H,Assembly,Night,303.4,311.9,8.5,84,1402,50.0,4.93,54,Low,3381.0,69.35,Average,70.1,0,
4841,L52020,L,Production,Morning,303.4,311.9,8.5,50,1298,63.9,2.63,59,Medium,1597.0,141.01,Good,82.9422,1,
4842,M19701,M,Production,Night,303.3,311.8,8.5,48,1441,44.9,6.53,61,High,11023.0,80.35,Good,64.7009,0,
4843,M19702,M,Cooling,Night,303.3,311.8,8.5,80,1489,49.4,8.63,64,Low,7153.0,85.91,Good,73.55659999999999,0,
4844,L52023,L,Cooling,Morning,303.3,311.8,8.5,33,1842,24.5,7.89,67,Medium,6814.0,106.34,Good,45.129,0,
4845,M19704,M,Production,Evening,303.4,311.8,8.400000000000034,59,1316,50.9,9.5,69,Low,11035.0,78.69,Good,66.9844,1,
4846,M19705,M,Testing,Night,303.3,311.8,8.5,48,1583,33.3,9.75,72,Low,7757.0,76.21,Good,52.713899999999995,0,
4847,M19706,M,Testing,Evening,303.3,311.8,8.5,55,1548,33.5,7.95,75,Low,11173.0,146.67,Average,51.858,0,
4848,L52027,L,Packaging,Morning,303.4,311.9,8.5,65,1434,44.6,3.58,78,Low,8103.0,125.6,Good,63.9564,0,
4849,H34262,H,Production,Evening,303.5,312.0,8.5,60,1397,52.9,2.97,80,Low,7791.0,111.23,Good,73.9013,0,
4850,M19709,M,Packaging,Night,303.5,312.0,8.5,58,1475,42.9,5.03,85,Medium,8206.0,82.47,Average,63.2775,0,
4851,L52030,L,Testing,Night,303.5,312.0,8.5,63,1441,56.8,9.94,88,Medium,301.0,65.02,Good,81.8488,0,
4852,L52031,L,Cooling,Morning,303.7,312.1,8.400000000000034,47,1363,51.8,4.71,90,Low,1598.0,96.95,Average,70.6034,1,
4853,L52032,L,Production,Night,303.7,312.2,8.5,68,1619,34.9,2.79,92,Low,3186.0,78.01,Average,56.503099999999996,0,
4854,L52033,L,Assembly,Night,303.7,312.2,8.5,82,1487,34.0,9.5,94,Medium,11405.0,80.66,Poor,50.558,0,
4855,L52034,L,Packaging,Morning,303.7,312.2,8.5,83,1568,33.8,4.47,96,Medium,2690.0,48.81,Good,52.9984,0,
4856,L52035,L,Production,Evening,303.7,312.3,8.600000000000023,50,1375,46.2,7.22,98,Low,7225.0,122.87,Good,63.525000000000006,0,
4857,M19716,M,Assembly,Evening,303.6,312.3,8.699999999999989,46,1698,31.3,8.09,100,Low,7960.0,122.84,Average,53.147400000000005,0,
4858,L52037,L,Packaging,Evening,303.7,312.3,8.600000000000023,64,1606,37.4,8.59,103,High,5508.0,59.12,Good,60.06439999999999,0,
4859,L52038,L,Testing,Evening,303.7,312.3,8.600000000000023,35,1349,51.0,8.39,105,Medium,2048.0,57.59,Good,68.799,0,
4860,L52039,L,Packaging,Night,303.7,312.4,8.699999999999989,33,1535,38.6,8.53,107,Low,11896.0,56.15,Good,59.251,0,
4861,M19720,M,Cooling,Evening,303.6,312.4,8.799999999999955,36,1504,49.5,7.01,109,Low,4063.0,41.14,Average,74.448,0,
4862,L52041,L,Packaging,Morning,303.5,312.3,8.800000000000011,50,1946,21.1,4.63,112,Medium,793.0,131.57,Good,41.06060000000001,0,
4863,L52042,L,Packaging,Morning,303.5,312.1,8.600000000000023,62,1326,55.7,7.01,114,Low,10011.0,54.53,Average,73.8582,0,
4864,M19723,M,Production,Evening,303.6,312.3,8.699999999999989,27,1915,22.3,8.53,116,High,5463.0,110.83,Good,42.7045,0,
4865,L52044,L,Production,Night,303.6,312.3,8.699999999999989,39,1451,43.4,4.16,119,Low,5987.0,32.96,Average,62.9734,0,
4866,M19725,M,Testing,Morning,303.5,312.3,8.800000000000011,71,1624,34.8,3.67,121,Medium,10951.0,115.6,Good,56.5152,0,
4867,L52046,L,Cooling,Morning,303.6,312.4,8.799999999999955,29,1781,28.7,4.09,124,Low,7834.0,39.15,Good,51.1147,0,
4868,L52047,L,Cooling,Night,303.6,312.5,8.899999999999977,78,1345,54.1,5.96,126,Low,10013.0,40.65,Good,72.7645,0,
4869,L52048,L,Testing,Morning,303.6,312.4,8.799999999999955,48,1418,46.0,1.47,128,High,5817.0,128.1,Good,65.228,0,
4870,L52049,L,Assembly,Evening,303.7,312.4,8.699999999999989,35,1718,26.5,8.01,130,Low,5393.0,57.82,Good,45.527,0,
4871,M19730,M,Packaging,Evening,303.7,312.4,8.699999999999989,57,1631,28.5,2.25,132,Medium,4151.0,42.41,Good,46.4835,0,
4872,L52051,L,Production,Evening,303.7,312.4,8.699999999999989,81,1513,40.1,2.2,135,Low,2391.0,89.8,Poor,60.6713,0,
4873,L52052,L,Testing,Night,303.7,312.4,8.699999999999989,76,1316,59.3,2.78,137,Low,2798.0,29.73,Average,78.03880000000001,0,
4874,M19733,M,Testing,Morning,303.7,312.4,8.699999999999989,88,1474,38.8,6.19,139,Low,11666.0,112.35,Average,57.191199999999995,0,
4875,L52054,L,Production,Morning,303.8,312.5,8.699999999999989,67,1619,30.9,3.57,142,Medium,9302.0,129.37,Poor,50.0271,0,
4876,L52055,L,Production,Night,303.7,312.4,8.699999999999989,68,1702,31.2,4.31,144,Low,1141.0,52.29,Average,53.1024,0,
4877,M19736,M,Assembly,Evening,303.7,312.4,8.699999999999989,60,1540,37.4,9.38,146,Low,1657.0,110.74,Good,57.596,0,
4878,M19737,M,Cooling,Evening,303.7,312.4,8.699999999999989,36,1546,33.7,8.62,149,Low,1307.0,26.99,Poor,52.1002,0,
4879,L52058,L,Production,Night,303.7,312.4,8.699999999999989,80,1348,51.0,8.67,152,Medium,9972.0,82.14,Average,68.748,0,
4880,H34293,H,Testing,Morning,303.7,312.5,8.800000000000011,27,1520,35.6,6.2,154,Medium,3721.0,143.75,Poor,54.112,0,
4881,M19740,M,Packaging,Evening,303.8,312.6,8.800000000000011,74,1527,41.9,8.8,159,Low,3452.0,89.95,Average,63.9813,0,
4882,M19741,M,Assembly,Evening,303.8,312.6,8.800000000000011,53,1406,47.1,8.01,162,Low,7555.0,73.4,Average,66.2226,0,
4883,L52062,L,Packaging,Morning,303.7,312.5,8.800000000000011,40,1462,46.2,9.58,165,High,1778.0,20.76,Poor,67.54440000000001,0,
4884,M19743,M,Packaging,Evening,303.8,312.6,8.800000000000011,64,1684,29.3,1.58,167,Low,11888.0,53.27,Average,49.34120000000001,0,
4885,H34298,H,Cooling,Morning,303.8,312.5,8.699999999999989,51,1655,28.0,1.26,170,High,11037.0,75.7,Average,46.34,0,
4886,H34299,H,Packaging,Morning,303.8,312.5,8.699999999999989,66,1748,25.1,2.58,175,High,11837.0,69.07,Good,43.8748,0,
4887,L52066,L,Testing,Evening,303.8,312.5,8.699999999999989,81,1372,45.7,9.36,180,Medium,11285.0,77.06,Average,62.7004,0,
4888,L52067,L,Testing,Evening,303.7,312.5,8.800000000000011,34,1481,33.3,6.45,182,Low,9072.0,23.07,Average,49.317299999999996,0,
4889,L52068,L,Production,Morning,303.7,312.4,8.699999999999989,62,1512,39.2,4.84,184,Medium,6852.0,89.06,Good,59.2704,0,
4890,L52069,L,Cooling,Night,303.7,312.5,8.800000000000011,32,1632,36.6,5.61,186,Medium,1045.0,52.68,Good,59.7312,0,
4891,L52070,L,Production,Night,303.7,312.4,8.699999999999989,42,1525,43.9,8.47,188,Medium,3528.0,72.08,Average,66.9475,0,
4892,M19751,M,Packaging,Evening,303.7,312.3,8.600000000000023,41,1756,26.4,9.36,190,Low,8073.0,135.23,Good,46.358399999999996,0,
4893,L52072,L,Testing,Morning,303.7,312.3,8.600000000000023,82,1922,23.1,7.57,193,Low,7268.0,127.65,Good,44.3982,0,
4894,M19753,M,Production,Morning,303.8,312.5,8.699999999999989,68,1448,44.3,7.84,195,Low,11390.0,71.74,Good,64.1464,0,
4895,H34308,H,Testing,Morning,303.8,312.5,8.699999999999989,33,1447,46.6,3.88,198,Medium,8839.0,27.03,Poor,67.4302,0,
4896,M19755,M,Production,Night,303.8,312.4,8.599999999999966,72,1597,33.4,5.2,203,Medium,10499.0,135.56,Good,53.3398,0,
4897,M19756,M,Assembly,Evening,303.7,312.4,8.699999999999989,63,1642,32.3,8.97,206,Low,3084.0,71.87,Average,53.0366,0,
4898,H34311,H,Cooling,Evening,303.8,312.5,8.699999999999989,30,1525,38.0,8.07,209,Low,2690.0,82.34,Average,57.95,0,
4899,H34312,H,Production,Night,303.6,312.4,8.799999999999955,54,1460,53.7,7.16,214,Low,10466.0,31.14,Good,78.402,0,
4900,L52079,L,Packaging,Morning,303.6,312.3,8.699999999999989,42,2168,17.7,1.59,219,Medium,1897.0,110.03,Good,38.373599999999996,0,
4901,L52080,L,Testing,Night,303.6,312.4,8.799999999999955,67,1388,41.9,1.36,221,High,10172.0,112.58,Poor,58.157199999999996,0,
4902,M19761,M,Testing,Night,303.6,312.3,8.699999999999989,57,1630,32.4,2.17,223,Low,11348.0,73.13,Average,52.812,0,
4903,L52082,L,Cooling,Evening,303.6,312.3,8.699999999999989,77,1616,29.3,6.23,226,Low,5143.0,135.55,Good,47.348800000000004,0,
4904,L52083,L,Cooling,Night,303.6,312.4,8.799999999999955,80,2232,16.8,5.83,0,Low,2357.0,26.32,Average,37.4976,0,
4905,H34318,H,Assembly,Morning,303.6,312.4,8.799999999999955,43,1480,50.7,9.48,2,Medium,2297.0,59.98,Average,75.036,0,
4906,L52085,L,Production,Night,303.6,312.4,8.799999999999955,50,1363,53.1,7.25,7,Medium,8322.0,46.89,Average,72.37530000000001,0,
4907,H34320,H,Assembly,Morning,303.6,312.4,8.799999999999955,53,1436,45.6,3.65,9,High,8903.0,110.73,Good,65.4816,0,
4908,M19767,M,Production,Night,303.6,312.5,8.899999999999977,48,1607,33.7,2.45,14,Low,4497.0,46.61,Good,54.1559,0,
4909,M19768,M,Production,Morning,303.6,312.5,8.899999999999977,30,1459,48.2,8.65,17,High,11302.0,111.35,Average,70.3238,0,
4910,L52089,L,Cooling,Evening,303.5,312.4,8.899999999999977,78,1481,43.7,5.14,20,Low,3012.0,123.55,Good,64.7197,0,
4911,M19770,M,Cooling,Evening,303.5,312.4,8.899999999999977,63,1606,31.7,6.88,22,Medium,11104.0,121.82,Good,50.910199999999996,0,
4912,L52091,L,Production,Night,303.5,312.3,8.800000000000011,28,1681,29.8,6.09,25,Low,8974.0,23.65,Good,50.0938,0,
4913,L52092,L,Cooling,Evening,303.5,312.2,8.699999999999989,82,1511,37.1,1.97,27,High,8548.0,140.97,Average,56.058099999999996,0,
4914,M19773,M,Production,Night,303.5,312.3,8.800000000000011,72,1593,35.2,1.51,29,Medium,9231.0,112.9,Good,56.073600000000006,0,
4915,M19774,M,Cooling,Morning,303.5,312.3,8.800000000000011,84,1532,41.7,4.39,32,Medium,6252.0,125.66,Good,63.8844,0,
4916,H34329,H,Packaging,Morning,303.5,312.3,8.800000000000011,50,1386,49.0,4.25,35,Medium,7272.0,103.95,Average,67.914,0,
4917,H34330,H,Production,Evening,303.4,312.3,8.900000000000034,64,1769,27.9,7.06,40,Low,2994.0,88.79,Good,49.3551,0,
4918,M19777,M,Testing,Night,303.4,312.2,8.800000000000011,80,1561,38.2,6.69,45,Low,3285.0,103.81,Good,59.6302,0,
4919,L52098,L,Packaging,Morning,303.3,312.2,8.899999999999977,63,1457,40.7,9.72,48,High,9068.0,66.82,Average,59.2999,0,
4920,L52099,L,Assembly,Night,303.3,312.2,8.899999999999977,63,1506,40.0,8.72,50,Low,2832.0,79.52,Good,60.24,0,
4921,L52100,L,Cooling,Evening,303.4,312.2,8.800000000000011,72,1337,69.4,5.47,52,Low,9023.0,112.62,Average,92.7878,1,
4922,L52101,L,Assembly,Night,303.4,312.3,8.900000000000034,49,1287,54.8,5.5,54,Low,5424.0,106.79,Good,70.52759999999999,0,
4923,M19782,M,Testing,Evening,303.4,312.2,8.800000000000011,58,1615,35.7,7.07,56,Medium,10334.0,97.16,Good,57.65550000000001,0,
4924,M19783,M,Cooling,Night,303.4,312.2,8.800000000000011,45,1972,23.5,2.03,59,Low,9261.0,26.4,Average,46.342,0,
4925,H34338,H,Assembly,Evening,303.4,312.3,8.900000000000034,49,1522,42.1,10.0,62,Low,7949.0,57.41,Poor,64.0762,0,
4926,L52105,L,Packaging,Night,303.4,312.3,8.900000000000034,46,1680,30.6,5.67,67,Low,8394.0,98.45,Good,51.408,0,
